Comunidades autónomas;Tipo de dato;Periodo;Total
09 Cataluña;Dato base;2019M06;2.176.726
09 Cataluña;Dato base;2019M05;1.835.129
09 Cataluña;Dato base;2019M04;1.671.426
09 Cataluña;Dato base;2019M03;1.280.871
09 Cataluña;Dato base;2019M02;1.030.292
09 Cataluña;Dato base;2019M01;910.329
09 Cataluña;Dato base;2018M12;969.322
09 Cataluña;Dato base;2018M11;1.034.633
09 Cataluña;Dato base;2018M10;1.665.215
09 Cataluña;Dato base;2018M09;2.007.474
09 Cataluña;Dato base;2018M08;2.433.300
09 Cataluña;Dato base;2018M07;2.427.842
09 Cataluña;Dato base;2018M06;2.104.373
09 Cataluña;Dato base;2018M05;1.885.365
09 Cataluña;Dato base;2018M04;1.570.899
09 Cataluña;Dato base;2018M03;1.217.330
09 Cataluña;Dato base;2018M02;1.015.793
09 Cataluña;Dato base;2018M01;864.798
09 Cataluña;Dato base;2017M12;822.765
09 Cataluña;Dato base;2017M11;981.462
09 Cataluña;Dato base;2017M10;1.497.032
09 Cataluña;Dato base;2017M09;1.999.689
09 Cataluña;Dato base;2017M08;2.567.612
09 Cataluña;Dato base;2017M07;2.557.125
09 Cataluña;Dato base;2017M06;2.026.356
09 Cataluña;Dato base;2017M05;1.920.946
09 Cataluña;Dato base;2017M04;1.755.019
09 Cataluña;Dato base;2017M03;1.155.003
09 Cataluña;Dato base;2017M02;989.198
09 Cataluña;Dato base;2017M01;846.213
09 Cataluña;Dato base;2016M12;956.468
09 Cataluña;Dato base;2016M11;1.009.971
09 Cataluña;Dato base;2016M10;1.562.897
09 Cataluña;Dato base;2016M09;1.876.937
09 Cataluña;Dato base;2016M08;2.501.193
09 Cataluña;Dato base;2016M07;2.394.803
09 Cataluña;Dato base;2016M06;1.850.823
09 Cataluña;Dato base;2016M05;1.630.433
09 Cataluña;Dato base;2016M04;1.483.021
09 Cataluña;Dato base;2016M03;1.076.434
09 Cataluña;Dato base;2016M02;930.354
09 Cataluña;Dato base;2016M01;865.842
09 Cataluña;Dato base;2015M12;890.133
09 Cataluña;Dato base;2015M11;1.029.270
09 Cataluña;Dato base;2015M10;1.521.926
09 Cataluña;Tasa de variación anual;2023M08;11,7
09 Cataluña;Tasa de variación anual;2023M07;16,24
09 Cataluña;Tasa de variación anual;2023M06;11,64
09 Cataluña;Tasa de variación anual;2023M05;21,66
09 Cataluña;Tasa de variación anual;2023M04;32,97
09 Cataluña;Tasa de variación anual;2023M03;44,94
09 Cataluña;Tasa de variación anual;2023M02;49,33
09 Cataluña;Tasa de variación anual;2023M01;71,62
09 Cataluña;Tasa de variación anual;2022M12;45,81
09 Cataluña;Tasa de variación anual;2022M11;55,36
09 Cataluña;Tasa de variación anual;2022M10;70,91
09 Cataluña;Tasa de variación anual;2022M09;87,1
09 Cataluña;Tasa de variación anual;2022M08;76,62
09 Cataluña;Tasa de variación anual;2022M07;144,68
09 Cataluña;Tasa de variación anual;2022M06;303,39
09 Cataluña;Tasa de variación anual;2022M05;487,26
09 Cataluña;Tasa de variación anual;2022M04;1.136,84
09 Cataluña;Tasa de variación anual;2022M03;727,97
09 Cataluña;Tasa de variación anual;2022M02;1.039,1
09 Cataluña;Tasa de variación anual;2022M01;444,44
09 Cataluña;Tasa de variación anual;2021M12;472,72
09 Cataluña;Tasa de variación anual;2021M11;947,05
09 Cataluña;Tasa de variación anual;2021M10;276,08
09 Cataluña;Tasa de variación anual;2021M09;218,97
09 Cataluña;Tasa de variación anual;2021M08;134,92
09 Cataluña;Tasa de variación anual;2021M07;86,67
09 Cataluña;Tasa de variación anual;2021M06;426,62
09 Cataluña;Tasa de variación anual;2021M05;..
09 Cataluña;Tasa de variación anual;2021M04;..
09 Cataluña;Tasa de variación anual;2021M03;-78,55
09 Cataluña;Tasa de variación anual;2021M02;-94,38
09 Cataluña;Tasa de variación anual;2021M01;-90,18
09 Cataluña;Tasa de variación anual;2020M12;-90,18
09 Cataluña;Tasa de variación anual;2020M11;-94,38
09 Cataluña;Tasa de variación anual;2020M10;-86,22
09 Cataluña;Tasa de variación anual;2020M09;-86,32
09 Cataluña;Tasa de variación anual;2020M08;-80,61
09 Cataluña;Tasa de variación anual;2020M07;-81,63
09 Cataluña;Tasa de variación anual;2020M06;-96,47
09 Cataluña;Tasa de variación anual;2020M05;-100
09 Cataluña;Tasa de variación anual;2020M04;-100
09 Cataluña;Tasa de variación anual;2020M03;-68,84
09 Cataluña;Tasa de variación anual;2020M02;-6,21
09 Cataluña;Tasa de variación anual;2020M01;-4,41
09 Cataluña;Tasa de variación anual;2019M12;2,46
09 Cataluña;Tasa de variación anual;2019M11;1,21
09 Cataluña;Tasa de variación anual;2019M10;0,67
09 Cataluña;Tasa de variación anual;2019M09;0,21
09 Cataluña;Tasa de variación anual;2019M08;-2,88
09 Cataluña;Tasa de variación anual;2019M07;-2,03
09 Cataluña;Tasa de variación anual;2019M06;3,44
09 Cataluña;Tasa de variación anual;2019M05;-2,66
09 Cataluña;Tasa de variación anual;2019M04;6,4
09 Cataluña;Tasa de variación anual;2019M03;5,22
09 Cataluña;Tasa de variación anual;2019M02;1,43
09 Cataluña;Tasa de variación anual;2019M01;5,26
09 Cataluña;Tasa de variación anual;2018M12;17,81
09 Cataluña;Tasa de variación anual;2018M11;5,42
09 Cataluña;Tasa de variación anual;2018M10;11,23
09 Cataluña;Tasa de variación anual;2018M09;0,39
09 Cataluña;Tasa de variación anual;2018M08;-5,23
09 Cataluña;Tasa de variación anual;2018M07;-5,06
09 Cataluña;Tasa de variación anual;2018M06;3,85
09 Cataluña;Tasa de variación anual;2018M05;-1,85
09 Cataluña;Tasa de variación anual;2018M04;-10,49
09 Cataluña;Tasa de variación anual;2018M03;5,4
09 Cataluña;Tasa de variación anual;2018M02;2,69
09 Cataluña;Tasa de variación anual;2018M01;2,2
09 Cataluña;Tasa de variación anual;2017M12;-13,98
09 Cataluña;Tasa de variación anual;2017M11;-2,82
09 Cataluña;Tasa de variación anual;2017M10;-4,21
09 Cataluña;Tasa de variación anual;2017M09;6,54
09 Cataluña;Tasa de variación anual;2017M08;2,66
09 Cataluña;Tasa de variación anual;2017M07;6,78
09 Cataluña;Tasa de variación anual;2017M06;9,48
09 Cataluña;Tasa de variación anual;2017M05;17,82
09 Cataluña;Tasa de variación anual;2017M04;18,34
09 Cataluña;Tasa de variación anual;2017M03;7,3
09 Cataluña;Tasa de variación anual;2017M02;6,32
09 Cataluña;Tasa de variación anual;2017M01;-2,27
09 Cataluña;Tasa de variación anual;2016M12;7,45
09 Cataluña;Tasa de variación anual;2016M11;-1,88
09 Cataluña;Tasa de variación anual;2016M10;2,69
09 Cataluña;Tasa de variación anual;2016M09;3,27
09 Cataluña;Tasa de variación anual;2016M08;4,52
09 Cataluña;Tasa de variación anual;2016M07;3,54
09 Cataluña;Tasa de variación anual;2016M06;8,27
09 Cataluña;Tasa de variación anual;2016M05;-0,38
09 Cataluña;Tasa de variación anual;2016M04;3,12
09 Cataluña;Tasa de variación anual;2016M03;2,76
09 Cataluña;Tasa de variación anual;2016M02;11,52
09 Cataluña;Tasa de variación anual;2016M01;15,72
09 Cataluña;Tasa de variación anual;2015M12;3,24
09 Cataluña;Tasa de variación anual;2015M11;7,52
09 Cataluña;Tasa de variación anual;2015M10;2,23
09 Cataluña;Acumulado en lo que va de año;2023M08;12.348.024
09 Cataluña;Acumulado en lo que va de año;2023M07;10.223.794
09 Cataluña;Acumulado en lo que va de año;2023M06;7.903.970
09 Cataluña;Acumulado en lo que va de año;2023M05;6.083.115
09 Cataluña;Acumulado en lo que va de año;2023M04;4.288.697
09 Cataluña;Acumulado en lo que va de año;2023M03;2.750.364
09 Cataluña;Acumulado en lo que va de año;2023M02;1.722.796
09 Cataluña;Acumulado en lo que va de año;2023M01;798.331
09 Cataluña;Acumulado en lo que va de año;2022M12;14.852.042
09 Cataluña;Acumulado en lo que va de año;2022M11;14.037.930
09 Cataluña;Acumulado en lo que va de año;2022M10;13.080.807
09 Cataluña;Acumulado en lo que va de año;2022M09;11.595.969
09 Cataluña;Acumulado en lo que va de año;2022M08;9.953.580
09 Cataluña;Acumulado en lo que va de año;2022M07;8.051.828
09 Cataluña;Acumulado en lo que va de año;2022M06;6.056.099
09 Cataluña;Acumulado en lo que va de año;2022M05;4.425.032
09 Cataluña;Acumulado en lo que va de año;2022M04;2.950.097
09 Cataluña;Acumulado en lo que va de año;2022M03;1.793.211
09 Cataluña;Acumulado en lo que va de año;2022M02;1.084.247
09 Cataluña;Acumulado en lo que va de año;2022M01;465.172
09 Cataluña;Acumulado en lo que va de año;2021M12;5.787.837
09 Cataluña;Acumulado en lo que va de año;2021M11;5.229.499
09 Cataluña;Acumulado en lo que va de año;2021M10;4.613.439
09 Cataluña;Acumulado en lo que va de año;2021M09;3.744.676
09 Cataluña;Acumulado en lo que va de año;2021M08;2.866.851
09 Cataluña;Acumulado en lo que va de año;2021M07;1.790.095
09 Cataluña;Acumulado en lo que va de año;2021M06;974.441
09 Cataluña;Acumulado en lo que va de año;2021M05;570.105
09 Cataluña;Acumulado en lo que va de año;2021M04;318.951
09 Cataluña;Acumulado en lo que va de año;2021M03;225.415
09 Cataluña;Acumulado en lo que va de año;2021M02;139.788
09 Cataluña;Acumulado en lo que va de año;2021M01;85.440
09 Cataluña;Acumulado en lo que va de año;2020M12;3.870.259
09 Cataluña;Acumulado en lo que va de año;2020M11;3.772.770
09 Cataluña;Acumulado en lo que va de año;2020M10;3.713.932
09 Cataluña;Acumulado en lo que va de año;2020M09;3.482.928
09 Cataluña;Acumulado en lo que va de año;2020M08;3.207.722
09 Cataluña;Acumulado en lo que va de año;2020M07;2.749.373
09 Cataluña;Acumulado en lo que va de año;2020M06;2.312.433
09 Cataluña;Acumulado en lo que va de año;2020M05;2.235.653
09 Cataluña;Acumulado en lo que va de año;2020M04;2.235.653
09 Cataluña;Acumulado en lo que va de año;2020M03;2.235.653
09 Cataluña;Acumulado en lo que va de año;2020M02;1.836.513
09 Cataluña;Acumulado en lo que va de año;2020M01;870.157
09 Cataluña;Acumulado en lo que va de año;2019M12;19.375.152
09 Cataluña;Acumulado en lo que va de año;2019M11;18.381.984
09 Cataluña;Acumulado en lo que va de año;2019M10;17.334.831
09 Cataluña;Acumulado en lo que va de año;2019M09;15.658.401
09 Cataluña;Acumulado en lo que va de año;2019M08;13.646.697
09 Cataluña;Acumulado en lo que va de año;2019M07;11.283.366
09 Cataluña;Acumulado en lo que va de año;2019M06;8.904.773
09 Cataluña;Acumulado en lo que va de año;2019M05;6.728.047
09 Cataluña;Acumulado en lo que va de año;2019M04;4.892.918
09 Cataluña;Acumulado en lo que va de año;2019M03;3.221.492
09 Cataluña;Acumulado en lo que va de año;2019M02;1.940.621
09 Cataluña;Acumulado en lo que va de año;2019M01;910.329
09 Cataluña;Acumulado en lo que va de año;2018M12;19.196.344
09 Cataluña;Acumulado en lo que va de año;2018M11;18.227.022
09 Cataluña;Acumulado en lo que va de año;2018M10;17.192.389
09 Cataluña;Acumulado en lo que va de año;2018M09;15.527.174
09 Cataluña;Acumulado en lo que va de año;2018M08;13.519.700
09 Cataluña;Acumulado en lo que va de año;2018M07;11.086.400
09 Cataluña;Acumulado en lo que va de año;2018M06;8.658.557
09 Cataluña;Acumulado en lo que va de año;2018M05;6.554.184
09 Cataluña;Acumulado en lo que va de año;2018M04;4.668.819
09 Cataluña;Acumulado en lo que va de año;2018M03;3.097.920
09 Cataluña;Acumulado en lo que va de año;2018M02;1.880.591
09 Cataluña;Acumulado en lo que va de año;2018M01;864.798
09 Cataluña;Acumulado en lo que va de año;2017M12;19.118.421
09 Cataluña;Acumulado en lo que va de año;2017M11;18.295.656
09 Cataluña;Acumulado en lo que va de año;2017M10;17.314.194
09 Cataluña;Acumulado en lo que va de año;2017M09;15.817.162
09 Cataluña;Acumulado en lo que va de año;2017M08;13.817.473
09 Cataluña;Acumulado en lo que va de año;2017M07;11.249.861
09 Cataluña;Acumulado en lo que va de año;2017M06;8.692.736
09 Cataluña;Acumulado en lo que va de año;2017M05;6.666.380
09 Cataluña;Acumulado en lo que va de año;2017M04;4.745.433
09 Cataluña;Acumulado en lo que va de año;2017M03;2.990.414
09 Cataluña;Acumulado en lo que va de año;2017M02;1.835.411
09 Cataluña;Acumulado en lo que va de año;2017M01;846.213
09 Cataluña;Acumulado en lo que va de año;2016M12;18.139.177
09 Cataluña;Acumulado en lo que va de año;2016M11;17.182.709
09 Cataluña;Acumulado en lo que va de año;2016M10;16.172.738
09 Cataluña;Acumulado en lo que va de año;2016M09;14.609.840
09 Cataluña;Acumulado en lo que va de año;2016M08;12.732.903
09 Cataluña;Acumulado en lo que va de año;2016M07;10.231.710
09 Cataluña;Acumulado en lo que va de año;2016M06;7.836.908
09 Cataluña;Acumulado en lo que va de año;2016M05;5.986.085
09 Cataluña;Acumulado en lo que va de año;2016M04;4.355.652
09 Cataluña;Acumulado en lo que va de año;2016M03;2.872.630
09 Cataluña;Acumulado en lo que va de año;2016M02;1.796.196
09 Cataluña;Acumulado en lo que va de año;2016M01;865.842
09 Cataluña;Acumulado en lo que va de año;2015M12;""
09 Cataluña;Acumulado en lo que va de año;2015M11;""
09 Cataluña;Acumulado en lo que va de año;2015M10;""
09 Cataluña;Tasa de variación acumulada;2023M08;24,06
09 Cataluña;Tasa de variación acumulada;2023M07;26,97
09 Cataluña;Tasa de variación acumulada;2023M06;30,51
09 Cataluña;Tasa de variación acumulada;2023M05;37,47
09 Cataluña;Tasa de variación acumulada;2023M04;45,37
09 Cataluña;Tasa de variación acumulada;2023M03;53,38
09 Cataluña;Tasa de variación acumulada;2023M02;58,89
09 Cataluña;Tasa de variación acumulada;2023M01;71,62
09 Cataluña;Tasa de variación acumulada;2022M12;156,61
09 Cataluña;Tasa de variación acumulada;2022M11;168,44
09 Cataluña;Tasa de variación acumulada;2022M10;183,54
09 Cataluña;Tasa de variación acumulada;2022M09;209,67
09 Cataluña;Tasa de variación acumulada;2022M08;247,2
09 Cataluña;Tasa de variación acumulada;2022M07;349,8
09 Cataluña;Tasa de variación acumulada;2022M06;521,49
09 Cataluña;Tasa de variación acumulada;2022M05;676,18
09 Cataluña;Tasa de variación acumulada;2022M04;824,94
09 Cataluña;Tasa de variación acumulada;2022M03;695,51
09 Cataluña;Tasa de variación acumulada;2022M02;675,64
09 Cataluña;Tasa de variación acumulada;2022M01;444,44
09 Cataluña;Tasa de variación acumulada;2021M12;49,55
09 Cataluña;Tasa de variación acumulada;2021M11;38,61
09 Cataluña;Tasa de variación acumulada;2021M10;24,22
09 Cataluña;Tasa de variación acumulada;2021M09;7,52
09 Cataluña;Tasa de variación acumulada;2021M08;-10,63
09 Cataluña;Tasa de variación acumulada;2021M07;-34,89
09 Cataluña;Tasa de variación acumulada;2021M06;-57,86
09 Cataluña;Tasa de variación acumulada;2021M05;-74,5
09 Cataluña;Tasa de variación acumulada;2021M04;-85,73
09 Cataluña;Tasa de variación acumulada;2021M03;-89,92
09 Cataluña;Tasa de variación acumulada;2021M02;-92,39
09 Cataluña;Tasa de variación acumulada;2021M01;-90,18
09 Cataluña;Tasa de variación acumulada;2020M12;-80,02
09 Cataluña;Tasa de variación acumulada;2020M11;-79,48
09 Cataluña;Tasa de variación acumulada;2020M10;-78,58
09 Cataluña;Tasa de variación acumulada;2020M09;-77,76
09 Cataluña;Tasa de variación acumulada;2020M08;-76,49
09 Cataluña;Tasa de variación acumulada;2020M07;-75,63
09 Cataluña;Tasa de variación acumulada;2020M06;-74,03
09 Cataluña;Tasa de variación acumulada;2020M05;-66,77
09 Cataluña;Tasa de variación acumulada;2020M04;-54,31
09 Cataluña;Tasa de variación acumulada;2020M03;-30,6
09 Cataluña;Tasa de variación acumulada;2020M02;-5,36
09 Cataluña;Tasa de variación acumulada;2020M01;-4,41
09 Cataluña;Tasa de variación acumulada;2019M12;0,93
09 Cataluña;Tasa de variación acumulada;2019M11;0,85
09 Cataluña;Tasa de variación acumulada;2019M10;0,83
09 Cataluña;Tasa de variación acumulada;2019M09;0,85
09 Cataluña;Tasa de variación acumulada;2019M08;0,94
09 Cataluña;Tasa de variación acumulada;2019M07;1,78
09 Cataluña;Tasa de variación acumulada;2019M06;2,84
09 Cataluña;Tasa de variación acumulada;2019M05;2,65
09 Cataluña;Tasa de variación acumulada;2019M04;4,8
09 Cataluña;Tasa de variación acumulada;2019M03;3,99
09 Cataluña;Tasa de variación acumulada;2019M02;3,19
09 Cataluña;Tasa de variación acumulada;2019M01;5,26
09 Cataluña;Tasa de variación acumulada;2018M12;0,41
09 Cataluña;Tasa de variación acumulada;2018M11;-0,38
09 Cataluña;Tasa de variación acumulada;2018M10;-0,7
09 Cataluña;Tasa de variación acumulada;2018M09;-1,83
09 Cataluña;Tasa de variación acumulada;2018M08;-2,16
09 Cataluña;Tasa de variación acumulada;2018M07;-1,45
09 Cataluña;Tasa de variación acumulada;2018M06;-0,39
09 Cataluña;Tasa de variación acumulada;2018M05;-1,68
09 Cataluña;Tasa de variación acumulada;2018M04;-1,61
09 Cataluña;Tasa de variación acumulada;2018M03;3,6
09 Cataluña;Tasa de variación acumulada;2018M02;2,46
09 Cataluña;Tasa de variación acumulada;2018M01;2,2
09 Cataluña;Tasa de variación acumulada;2017M12;5,4
09 Cataluña;Tasa de variación acumulada;2017M11;6,48
09 Cataluña;Tasa de variación acumulada;2017M10;7,06
09 Cataluña;Tasa de variación acumulada;2017M09;8,26
09 Cataluña;Tasa de variación acumulada;2017M08;8,52
09 Cataluña;Tasa de variación acumulada;2017M07;9,95
09 Cataluña;Tasa de variación acumulada;2017M06;10,92
09 Cataluña;Tasa de variación acumulada;2017M05;11,36
09 Cataluña;Tasa de variación acumulada;2017M04;8,95
09 Cataluña;Tasa de variación acumulada;2017M03;4,1
09 Cataluña;Tasa de variación acumulada;2017M02;2,18
09 Cataluña;Tasa de variación acumulada;2017M01;-2,27
09 Cataluña;Tasa de variación acumulada;2016M12;4,37
09 Cataluña;Tasa de variación acumulada;2016M11;4,21
09 Cataluña;Tasa de variación acumulada;2016M10;4,61
09 Cataluña;Tasa de variación acumulada;2016M09;4,82
09 Cataluña;Tasa de variación acumulada;2016M08;5,06
09 Cataluña;Tasa de variación acumulada;2016M07;5,19
09 Cataluña;Tasa de variación acumulada;2016M06;5,7
09 Cataluña;Tasa de variación acumulada;2016M05;4,93
09 Cataluña;Tasa de variación acumulada;2016M04;7,07
09 Cataluña;Tasa de variación acumulada;2016M03;9,23
09 Cataluña;Tasa de variación acumulada;2016M02;13,51
09 Cataluña;Tasa de variación acumulada;2016M01;15,72
09 Cataluña;Tasa de variación acumulada;2015M12;""
09 Cataluña;Tasa de variación acumulada;2015M11;""
09 Cataluña;Tasa de variación acumulada;2015M10;""
10 Comunitat Valenciana;Dato base;2023M08;1.266.142
10 Comunitat Valenciana;Dato base;2023M07;1.334.727
10 Comunitat Valenciana;Dato base;2023M06;939.733
10 Comunitat Valenciana;Dato base;2023M05;1.001.861
10 Comunitat Valenciana;Dato base;2023M04;868.977
10 Comunitat Valenciana;Dato base;2023M03;662.378
10 Comunitat Valenciana;Dato base;2023M02;483.006
10 Comunitat Valenciana;Dato base;2023M01;480.302
10 Comunitat Valenciana;Dato base;2022M12;513.864
10 Comunitat Valenciana;Dato base;2022M11;519.058
10 Comunitat Valenciana;Dato base;2022M10;865.642
10 Comunitat Valenciana;Dato base;2022M09;937.745
10 Comunitat Valenciana;Dato base;2022M08;1.057.976
10 Comunitat Valenciana;Dato base;2022M07;1.126.932
10 Comunitat Valenciana;Dato base;2022M06;850.991
10 Comunitat Valenciana;Dato base;2022M05;793.403
10 Comunitat Valenciana;Dato base;2022M04;785.176
10 Comunitat Valenciana;Dato base;2022M03;491.399
10 Comunitat Valenciana;Dato base;2022M02;393.393
10 Comunitat Valenciana;Dato base;2022M01;280.868
10 Comunitat Valenciana;Dato base;2021M12;381.422
10 Comunitat Valenciana;Dato base;2021M11;384.253
10 Comunitat Valenciana;Dato base;2021M10;641.582
10 Comunitat Valenciana;Dato base;2021M09;641.919
10 Comunitat Valenciana;Dato base;2021M08;754.050
10 Comunitat Valenciana;Dato base;2021M07;607.165
10 Comunitat Valenciana;Dato base;2021M06;271.231
10 Comunitat Valenciana;Dato base;2021M05;141.587
10 Comunitat Valenciana;Dato base;2021M04;71.493
10 Comunitat Valenciana;Dato base;2021M03;46.945
10 Comunitat Valenciana;Dato base;2021M02;28.152
10 Comunitat Valenciana;Dato base;2021M01;49.970
10 Comunitat Valenciana;Dato base;2020M12;71.873
10 Comunitat Valenciana;Dato base;2020M11;53.870
10 Comunitat Valenciana;Dato base;2020M10;177.332
10 Comunitat Valenciana;Dato base;2020M09;185.154
10 Comunitat Valenciana;Dato base;2020M08;429.850
10 Comunitat Valenciana;Dato base;2020M07;383.051
10 Comunitat Valenciana;Dato base;2020M06;31.385
10 Comunitat Valenciana;Dato base;2020M05;0
10 Comunitat Valenciana;Dato base;2020M04;0
10 Comunitat Valenciana;Dato base;2020M03;248.509
10 Comunitat Valenciana;Dato base;2020M02;528.712
10 Comunitat Valenciana;Dato base;2020M01;433.023
10 Comunitat Valenciana;Dato base;2019M12;454.520
10 Comunitat Valenciana;Dato base;2019M11;541.121
10 Comunitat Valenciana;Dato base;2019M10;870.088
10 Comunitat Valenciana;Dato base;2019M09;1.011.901
10 Comunitat Valenciana;Dato base;2019M08;1.270.706
10 Comunitat Valenciana;Dato base;2019M07;1.243.375
10 Comunitat Valenciana;Dato base;2019M06;938.591
10 Comunitat Valenciana;Dato base;2019M05;857.711
10 Comunitat Valenciana;Dato base;2019M04;826.158
10 Comunitat Valenciana;Dato base;2019M03;648.462
10 Comunitat Valenciana;Dato base;2019M02;459.309
10 Comunitat Valenciana;Dato base;2019M01;413.553
10 Comunitat Valenciana;Dato base;2018M12;427.830
10 Comunitat Valenciana;Dato base;2018M11;497.041
10 Comunitat Valenciana;Dato base;2018M10;861.013
10 Comunitat Valenciana;Dato base;2018M09;1.005.841
10 Comunitat Valenciana;Dato base;2018M08;1.175.555
10 Comunitat Valenciana;Dato base;2018M07;1.132.280
10 Comunitat Valenciana;Dato base;2018M06;901.232
10 Comunitat Valenciana;Dato base;2018M05;910.651
10 Comunitat Valenciana;Dato base;2018M04;769.612
10 Comunitat Valenciana;Dato base;2018M03;625.460
10 Comunitat Valenciana;Dato base;2018M02;449.519
10 Comunitat Valenciana;Dato base;2018M01;450.874
10 Comunitat Valenciana;Dato base;2017M12;400.590
10 Comunitat Valenciana;Dato base;2017M11;452.023
10 Comunitat Valenciana;Dato base;2017M10;812.655
10 Comunitat Valenciana;Dato base;2017M09;982.638
10 Comunitat Valenciana;Dato base;2017M08;1.158.902
10 Comunitat Valenciana;Dato base;2017M07;1.217.502
10 Comunitat Valenciana;Dato base;2017M06;873.923
10 Comunitat Valenciana;Dato base;2017M05;918.843
10 Comunitat Valenciana;Dato base;2017M04;749.885
10 Comunitat Valenciana;Dato base;2017M03;526.701
10 Comunitat Valenciana;Dato base;2017M02;429.384
10 Comunitat Valenciana;Dato base;2017M01;402.914
10 Comunitat Valenciana;Dato base;2016M12;366.649
10 Comunitat Valenciana;Dato base;2016M11;377.912
10 Comunitat Valenciana;Dato base;2016M10;761.381
10 Comunitat Valenciana;Dato base;2016M09;779.057
10 Comunitat Valenciana;Dato base;2016M08;1.117.241
10 Comunitat Valenciana;Dato base;2016M07;1.040.949
10 Comunitat Valenciana;Dato base;2016M06;729.855
10 Comunitat Valenciana;Dato base;2016M05;767.289
10 Comunitat Valenciana;Dato base;2016M04;643.239
10 Comunitat Valenciana;Dato base;2016M03;480.476
10 Comunitat Valenciana;Dato base;2016M02;349.586
10 Comunitat Valenciana;Dato base;2016M01;318.136
10 Comunitat Valenciana;Dato base;2015M12;320.260
10 Comunitat Valenciana;Dato base;2015M11;319.290
10 Comunitat Valenciana;Dato base;2015M10;624.144
10 Comunitat Valenciana;Tasa de variación anual;2023M08;19,68
10 Comunitat Valenciana;Tasa de variación anual;2023M07;18,44
10 Comunitat Valenciana;Tasa de variación anual;2023M06;10,43
10 Comunitat Valenciana;Tasa de variación anual;2023M05;26,27
10 Comunitat Valenciana;Tasa de variación anual;2023M04;10,67
10 Comunitat Valenciana;Tasa de variación anual;2023M03;34,79
10 Comunitat Valenciana;Tasa de variación anual;2023M02;22,78
10 Comunitat Valenciana;Tasa de variación anual;2023M01;71,01
10 Comunitat Valenciana;Tasa de variación anual;2022M12;34,72
10 Comunitat Valenciana;Tasa de variación anual;2022M11;35,08
10 Comunitat Valenciana;Tasa de variación anual;2022M10;34,92
10 Comunitat Valenciana;Tasa de variación anual;2022M09;46,08
10 Comunitat Valenciana;Tasa de variación anual;2022M08;40,31
10 Comunitat Valenciana;Tasa de variación anual;2022M07;85,61
10 Comunitat Valenciana;Tasa de variación anual;2022M06;213,75
10 Comunitat Valenciana;Tasa de variación anual;2022M05;460,37
10 Comunitat Valenciana;Tasa de variación anual;2022M04;998,26
10 Comunitat Valenciana;Tasa de variación anual;2022M03;946,76
10 Comunitat Valenciana;Tasa de variación anual;2022M02;1.297,41
10 Comunitat Valenciana;Tasa de variación anual;2022M01;462,08
10 Comunitat Valenciana;Tasa de variación anual;2021M12;430,69
10 Comunitat Valenciana;Tasa de variación anual;2021M11;613,3
10 Comunitat Valenciana;Tasa de variación anual;2021M10;261,8
10 Comunitat Valenciana;Tasa de variación anual;2021M09;246,7
10 Comunitat Valenciana;Tasa de variación anual;2021M08;75,42
10 Comunitat Valenciana;Tasa de variación anual;2021M07;58,51
10 Comunitat Valenciana;Tasa de variación anual;2021M06;764,21
10 Comunitat Valenciana;Tasa de variación anual;2021M05;..
10 Comunitat Valenciana;Tasa de variación anual;2021M04;..
10 Comunitat Valenciana;Tasa de variación anual;2021M03;-81,11
10 Comunitat Valenciana;Tasa de variación anual;2021M02;-94,68
10 Comunitat Valenciana;Tasa de variación anual;2021M01;-88,46
10 Comunitat Valenciana;Tasa de variación anual;2020M12;-84,19
10 Comunitat Valenciana;Tasa de variación anual;2020M11;-90,04
10 Comunitat Valenciana;Tasa de variación anual;2020M10;-79,62
10 Comunitat Valenciana;Tasa de variación anual;2020M09;-81,7
10 Comunitat Valenciana;Tasa de variación anual;2020M08;-66,17
10 Comunitat Valenciana;Tasa de variación anual;2020M07;-69,19
10 Comunitat Valenciana;Tasa de variación anual;2020M06;-96,66
10 Comunitat Valenciana;Tasa de variación anual;2020M05;-100
10 Comunitat Valenciana;Tasa de variación anual;2020M04;-100
10 Comunitat Valenciana;Tasa de variación anual;2020M03;-61,68
10 Comunitat Valenciana;Tasa de variación anual;2020M02;15,11
10 Comunitat Valenciana;Tasa de variación anual;2020M01;4,71
10 Comunitat Valenciana;Tasa de variación anual;2019M12;6,24
10 Comunitat Valenciana;Tasa de variación anual;2019M11;8,87
10 Comunitat Valenciana;Tasa de variación anual;2019M10;1,05
10 Comunitat Valenciana;Tasa de variación anual;2019M09;0,6
10 Comunitat Valenciana;Tasa de variación anual;2019M08;8,09
10 Comunitat Valenciana;Tasa de variación anual;2019M07;9,81
10 Comunitat Valenciana;Tasa de variación anual;2019M06;4,15
10 Comunitat Valenciana;Tasa de variación anual;2019M05;-5,81
10 Comunitat Valenciana;Tasa de variación anual;2019M04;7,35
10 Comunitat Valenciana;Tasa de variación anual;2019M03;3,68
10 Comunitat Valenciana;Tasa de variación anual;2019M02;2,18
10 Comunitat Valenciana;Tasa de variación anual;2019M01;-8,28
10 Comunitat Valenciana;Tasa de variación anual;2018M12;6,8
10 Comunitat Valenciana;Tasa de variación anual;2018M11;9,96
10 Comunitat Valenciana;Tasa de variación anual;2018M10;5,95
10 Comunitat Valenciana;Tasa de variación anual;2018M09;2,36
